epoch,train_loss,val_loss,lr,val_accuracy,val_precision,val_recall,val_specificity,val_f1,val_balanced_accuracy,val_tp,val_tn,val_fp,val_fn
1,0.5833482406909405,0.6362979352770753,0.0002999917754048268,0.8059701492537313,0.5595238095238095,0.9591836734693877,0.756578947368421,0.7067669172932332,0.8578813104189044,94,230,74,4
2,0.453352431610607,0.5032773074226,0.0002999671025212268,0.8756218905472637,0.7608695652173914,0.7142857142857143,0.9276315789473685,0.7368421052631581,0.8209586466165414,70,282,22,28
3,0.3989174463905055,0.43743058282937575,0.0002999259840548597,0.8706467661691543,0.7948717948717948,0.6326530612244898,0.9473684210526315,0.7045454545454547,0.7900107411385606,62,288,16,36
4,0.3335025739855031,0.4344613759671871,0.00029986842451482874,0.9029850746268657,0.7757009345794392,0.8469387755102041,0.9210526315789473,0.8097560975609756,0.8839957035445758,83,280,24,15
5,0.2779795739150603,0.4817303807581242,0.000299794430213186,0.8880597014925373,0.7431192660550459,0.826530612244898,0.9078947368421053,0.782608695652174,0.8672126745435016,81,276,28,17
6,0.24985368296785174,0.5053452407542746,0.0002997040092642407,0.8980099502487562,0.7522123893805309,0.8673469387755102,0.9078947368421053,0.8056872037914692,0.8876208378088077,85,276,28,13
7,0.2188498145765258,0.5408897844713125,0.0002995971715836687,0.8283582089552238,0.7959183673469388,0.3979591836734694,0.9671052631578947,0.5306122448979592,0.6825322234156821,39,294,10,59
8,0.20675056182120935,0.4115488496585865,0.00029947392888742566,0.8980099502487562,0.7821782178217822,0.8061224489795918,0.9276315789473685,0.7939698492462313,0.8668770139634802,79,282,22,19
9,0.18708557052564673,0.4317547143691808,0.000299334294690462,0.8980099502487562,0.7567567567567568,0.8571428571428571,0.9111842105263158,0.8038277511961723,0.8841635338345865,84,277,27,14
10,0.18831909199004432,0.4496998740962489,0.00029917828430524096,0.8880597014925373,0.71900826446281,0.8877551020408163,0.8881578947368421,0.7945205479452055,0.8879564983888293,87,270,34,11
11,0.1997464056086461,0.4820811060530629,0.0002990059148400594,0.900497512437811,0.7338709677419355,0.9285714285714286,0.8914473684210527,0.8198198198198199,0.9100093984962406,91,271,33,7
12,0.2009592105889823,0.5737751714922302,0.0002988172051971717,0.8781094527363185,0.7058823529411765,0.8571428571428571,0.8848684210526315,0.7741935483870968,0.8710056390977443,84,269,35,14
13,0.20121142873488837,0.3829169449818075,0.0002986121760707165,0.927860696517413,0.822429906542056,0.8979591836734694,0.9375,0.8585365853658536,0.9177295918367347,88,285,19,10
14,0.18886280774276343,0.45250477230370934,0.0002983908499444482,0.8880597014925373,0.7022900763358778,0.9387755102040817,0.8717105263157895,0.8034934497816593,0.9052430182599356,92,265,39,6
15,0.17709341982625565,0.3901996372351006,0.00029815325108927063,0.9054726368159204,0.7830188679245284,0.8469387755102041,0.9243421052631579,0.8137254901960785,0.885640440386681,83,281,23,15
16,0.1723799501420655,0.3563817315433749,0.0002978994055605757,0.9203980099502488,0.8055555555555556,0.8877551020408163,0.930921052631579,0.8446601941747574,0.9093380773361976,87,283,21,11
17,0.1744994169863956,0.37402302960851297,0.0002976293411953862,0.9154228855721394,0.7758620689655172,0.9183673469387755,0.9144736842105263,0.8411214953271028,0.916420515574651,90,278,26,8
18,0.16600462274995945,0.4584350473252102,0.00029734308760930326,0.9079601990049752,0.7479674796747967,0.9387755102040817,0.8980263157894737,0.8325791855203619,0.9184009129967776,92,273,31,6
19,0.18142973483601105,0.371759623140838,0.0002970406761932582,0.8805970149253731,0.7777777777777778,0.7142857142857143,0.9342105263157895,0.7446808510638298,0.8242481203007519,70,284,20,28
20,0.16574742103390372,0.5381017436287296,0.00029672214011007076,0.8805970149253731,0.6736111111111112,0.9897959183673469,0.8453947368421053,0.8016528925619835,0.9175953276047262,97,257,47,1
21,0.17113228598723268,0.3623897673478767,0.000296387514290812,0.927860696517413,0.7851239669421488,0.9693877551020408,0.9144736842105263,0.867579908675799,0.9419307196562836,95,278,26,3
22,0.1660324929160098,0.39270365164054566,0.0002960368354309739,0.9154228855721394,0.753968253968254,0.9693877551020408,0.8980263157894737,0.8482142857142858,0.9337070354457573,95,273,31,3
23,0.1625071612499927,0.5159992394755729,0.00029567014198644527,0.8855721393034826,0.6857142857142857,0.9795918367346939,0.8552631578947368,0.8067226890756303,0.9174274973147154,96,260,44,2
24,0.16155750799787694,0.3810400400885302,0.0002952874741692945,0.900497512437811,0.7685185185185185,0.8469387755102041,0.9177631578947368,0.8058252427184466,0.8823509667024705,83,279,25,15
25,0.17079650446127576,0.48144901377051624,0.0002948888739433601,0.8880597014925373,0.6962962962962963,0.9591836734693877,0.8651315789473685,0.8068669527896996,0.9121576262083781,94,263,41,4
26,0.17015098824220545,0.39559976304348426,0.00029447438501964857,0.9129353233830846,0.7692307692307693,0.9183673469387755,0.9111842105263158,0.8372093023255814,0.9147757787325457,90,277,27,8
27,0.17297277575592354,0.6424606193357439,0.0002940440528515413,0.8731343283582089,0.674074074074074,0.9285714285714286,0.8552631578947368,0.7811158798283261,0.8919172932330828,91,260,44,7
28,0.17902865049973973,0.4044681959484347,0.00029359792462980993,0.9054726368159204,0.7830188679245284,0.8469387755102041,0.9243421052631579,0.8137254901960785,0.885640440386681,83,281,23,15
29,0.16734705480036804,0.425326583323194,0.0002931360492774414,0.8930348258706468,0.7007299270072993,0.9795918367346939,0.8651315789473685,0.8170212765957447,0.9223617078410311,96,263,41,2
30,0.1709467651576763,0.3992552401414558,0.0002926584774442729,0.9079601990049752,0.7520661157024794,0.9285714285714286,0.9013157894736842,0.8310502283105023,0.9149436090225564,91,274,30,7
31,0.163069878976697,0.35080422750159873,0.00029216526150143774,0.917910447761194,0.782608695652174,0.9183673469387755,0.9177631578947368,0.8450704225352113,0.9180652524167562,90,279,25,8
32,0.1641258520635463,0.3989332042523284,0.00029165645553562203,0.8905472636815921,0.7142857142857143,0.9183673469387755,0.881578947368421,0.8035714285714286,0.8999731471535983,90,268,36,8
33,0.17131743771122246,0.41591289847051327,0.0002911321153431337,0.9029850746268657,0.7286821705426356,0.9591836734693877,0.8848684210526315,0.8281938325991189,0.9220260472610096,94,269,35,4
34,0.17063868993461198,0.4802485600632815,0.00029059229842378357,0.8905472636815921,0.7142857142857143,0.9183673469387755,0.881578947368421,0.8035714285714286,0.8999731471535983,90,268,36,8
35,0.1646690038875258,0.33951253677482035,0.00029003706397458007,0.9154228855721394,0.7962962962962963,0.8775510204081632,0.9276315789473685,0.8349514563106796,0.9025912996777659,86,282,22,12
36,0.16342837511500824,0.3723249613349117,0.00028946647288323756,0.9154228855721394,0.7758620689655172,0.9183673469387755,0.9144736842105263,0.8411214953271028,0.916420515574651,90,278,26,8
