epoch,train_loss,val_loss,val_f1,val_balanced_accuracy,learning_rate
1,0.7827725410461426,0.7469077110290527,0.6111111111111112,0.5625,0.002999918576507786
2,0.46345579624176025,0.7421932220458984,0.6060606060606061,0.59375,0.002999674314960146
3,0.37544578313827515,0.8170491456985474,0.625,0.625,0.002999267242143112
4,0.31407323479652405,0.943193793296814,0.625,0.625,0.002998697402696805
5,0.27042776346206665,1.1086421012878418,0.5333333333333333,0.5625,0.0029979648591105424
6,0.23305608332157135,1.311838150024414,0.4827586206896552,0.53125,0.0029970696917159837
7,0.2001713365316391,1.5535855293273926,0.3076923076923077,0.4375,0.0029960119986783204
8,0.17183881998062134,1.8287378549575806,0.16666666666666666,0.375,0.002994791895985514
9,0.14769764244556427,2.1240007877349854,0.09090909090909091,0.375,0.002993409517435574
10,0.12750861048698425,2.4197006225585938,0.0,0.40625,0.002991865014621886
11,0.11035666614770889,2.6949706077575684,0.0,0.40625,0.002990158556916589
12,0.09518808126449585,2.93294358253479,0.0,0.4375,0.002988290331452
13,0.08170526474714279,3.123246669769287,0.0,0.4375,0.002986260543100094
14,0.07010188698768616,3.2623753547668457,0.0,0.4375,0.0029840694144500383
15,0.06043684110045433,3.3528025150299072,0.0,0.4375,0.0029817171857837803
16,0.05251617357134819,3.401188850402832,0.0,0.4375,0.0029792041150497007
17,0.04608694091439247,3.4163599014282227,0.0,0.4375,0.002976530477834325
18,0.04093753546476364,3.407658100128174,0.0,0.4375,0.0029736965673321037
19,0.036862313747406006,3.3838438987731934,0.0,0.4375,0.002970702694313258
20,0.03361520916223526,3.3524608612060547,0.0,0.4375,0.002967549187089702
21,0.0309197586029768,3.319540023803711,0.0,0.4375,0.0029642363914790405
22,0.02852305956184864,3.28951358795166,0.0,0.46875,0.0029607646707666435
23,0.026249848306179047,3.2652668952941895,0.0,0.46875,0.00295713440566581
24,0.02402472496032715,3.248289108276367,0.0,0.46875,0.002953345994276018
25,0.021856600418686867,3.238896131515503,0.0,0.46875,0.002949399852039267
26,0.019800502806901932,3.236510753631592,0.0,0.46875,0.002945296411694523
27,0.01791803352534771,3.2399661540985107,0.0,0.46875,0.0029410361232302612
28,0.016251340508461,3.247795581817627,0.0,0.46875,0.0029366194538351206
29,0.014814293943345547,3.258469581604004,0.0,0.5,0.002932046887846672
30,0.013596206903457642,3.270575761795044,0.0,0.5,0.002927318926698304
31,0.012571106664836407,3.282918930053711,0.0,0.5,0.0029224360888642355
32,0.011707057245075703,3.2945704460144043,0.0,0.5,0.00291739890980266
33,0.010973011143505573,3.304873466491699,0.0,0.5,0.0029122079418970256
34,0.010342528112232685,3.313424587249756,0.0,0.5,0.0029068637543954597
35,0.009795093908905983,3.3200387954711914,0.0,0.5,0.002901366933348345
36,0.00931574311107397,3.3247087001800537,0.0,0.5,0.002895718081544054
37,0.008893974125385284,3.3275656700134277,0.0,0.5,0.002889917818442843
38,0.008522283285856247,3.3288378715515137,0.0,0.5,0.002883966780108924
39,0.008194957859814167,3.3288185596466064,0.0,0.5,0.0028778656191407125
40,0.007907072082161903,3.327836036682129,0.0,0.5,0.002871615004599263
41,0.007653906010091305,3.326228618621826,0.0,0.5,0.0028652156219348976
42,0.00743072759360075,3.3243260383605957,0.0,0.5,0.0028586681729120397
43,0.00723270745947957,3.322435140609741,0.0,0.5,0.0028519733755322583
44,0.007055138703435659,3.3208301067352295,0.0,0.5,0.002845131963955529
45,0.00689355144277215,3.3197436332702637,0.0,0.5,0.002838144688419727
46,0.006744015496224165,3.319364070892334,0.0,0.5,0.002831012315158354
47,0.006603231653571129,3.3198342323303223,0.0,0.5,0.0028237356263165134
48,0.0064686983823776245,3.3212502002716064,0.0,0.5,0.0028163154198651377
49,0.006338677369058132,3.323666572570801,0.0,0.5,0.002808752509513482
50,0.006212171167135239,3.327097177505493,0.0,0.5,0.002801047724619892
51,0.0060887644067406654,3.3315224647521973,0.0,0.5,0.002793201910100857
52,0.005968546029180288,3.33689546585083,0.0,0.5,0.002785215926338353
53,0.005851868540048599,3.3431458473205566,0.0,0.5,0.0027770906490854935
54,0.005739214830100536,3.3501899242401123,0.0,0.5,0.002768826969370493
55,0.005631094332784414,3.3579330444335938,0.0,0.5,0.0027604257933989554
56,0.005527919624000788,3.3662772178649902,0.0,0.5,0.0027518880424544983
57,0.005429914221167564,3.375124931335449,0.0,0.5,0.0027432146527977246
58,0.00533718429505825,3.3843836784362793,0.0,0.5,0.002734406575563551
59,0.005249585956335068,3.3939692974090576,0.0,0.5,0.002725464776656903
60,0.005166907329112291,3.4038071632385254,0.0,0.5,0.002716390236646797
61,0.005088765639811754,3.4138338565826416,0.0,0.5,0.0027071839506588053
62,0.005014752969145775,3.4239988327026367,0.0,0.5,0.0026978469282659314
63,0.0049444204196333885,3.4342637062072754,0.0,0.5,0.0026883801933779003
64,0.0048773325979709625,3.444601535797119,0.0,0.5,0.002678784784128872
65,0.00481309974566102,3.454995632171631,0.0,0.5,0.002669061752763602
66,0.004751377273350954,3.465439796447754,0.0,0.5,0.002659212165522047
67,0.004691902548074722,3.4759349822998047,0.0,0.5,0.0026492371025224437
68,0.00463444460183382,3.486487865447998,0.0,0.5,0.002639137657642858
69,0.004578849300742149,3.497110366821289,0.0,0.5,0.002628914938401232
70,0.004525002092123032,3.5078160762786865,0.0,0.5,0.0026185700658339305
71,0.0044728112407028675,3.5186214447021484,0.0,0.5,0.0026081041743728052
72,0.004422210622578859,3.529540538787842,0.0,0.5,0.002597518411720796
73,0.004373142030090094,3.5405869483947754,0.0,0.5,0.0025868139387260677
74,0.004325543530285358,3.5517709255218506,0.0,0.5,0.002575991929254713
75,0.004279369954019785,3.563100576400757,0.0,0.5,0.002565053570062023
76,0.004234555643051863,3.574578285217285,0.0,0.5,0.0025540000606623483
77,0.004191027022898197,3.5862021446228027,0.0,0.5,0.0025428326131975544
78,0.004148722160607576,3.5979666709899902,0.0,0.5,0.0025315524523041033
79,0.004107561893761158,3.609861135482788,0.0,0.5,0.0025201608149787516
80,0.0040674698539078236,3.621870756149292,0.0,0.5,0.002508658950442905
81,0.004028394818305969,3.6339759826660156,0.0,0.5,0.0024970481200056235
82,0.003990269731730223,3.6461563110351562,0.0,0.5,0.0024853295969253075
83,0.003953040577471256,3.6583852767944336,0.0,0.5,0.0024735046662700674
84,0.0039166538044810295,3.6706361770629883,0.0,0.5,0.002461574624776805
85,0.0038810798432677984,3.6828815937042236,0.0,0.5,0.0024495407807090096
86,0.003846270963549614,3.695091724395752,0.0,0.5,0.002437404453713292
87,0.0038122141268104315,3.7072372436523438,0.0,0.5,0.002425166974674671
88,0.003778871614485979,3.719290018081665,0.0,0.5,0.0024128296855706276
89,0.003746236674487591,3.731222629547119,0.0,0.5,0.00240039393932394
90,0.0037142739165574312,3.7430098056793213,0.0,0.5,0.0023878610996543232
91,0.00368298077955842,3.7546281814575195,0.0,0.5,0.0023752325409288786
92,0.0036523283924907446,3.7660562992095947,0.0,0.5,0.002362509648011382
93,0.0036223013885319233,3.7772769927978516,0.0,0.5,0.002349693816110415
94,0.0035928762517869473,3.7882742881774902,0.0,0.5,0.0023367864506263665
95,0.003564043901860714,3.7990357875823975,0.0,0.5,0.002323788966997316
96,0.0035357887391000986,3.809553384780884,0.0,0.5,0.0023107027905438105
97,0.0035080621019005775,3.8198204040527344,0.0,0.5,0.002297529356312567
98,0.0034808884374797344,3.829833507537842,0.0,0.5,0.002284270108919099
99,0.0034542230423539877,3.839592456817627,0.0,0.5,0.002270926502389302
100,0.0034280435647815466,3.8490982055664062,0.0,0.5,0.0022575000000000004
101,0.0034023465123027563,3.8583555221557617,0.0,0.5,0.0022439920741184846
102,0.0033771221060305834,3.8673696517944336,0.0,0.5,0.0022304042060410476
103,0.0033523463644087315,3.8761489391326904,0.0,0.5,0.002216737885830546
104,0.0033279929775744677,3.884702682495117,0.0,0.5,0.0022029946121529956
105,0.0033040728885680437,3.893040895462036,0.0,0.5,0.0021891758921132277
106,0.0032805714290589094,3.901174545288086,0.0,0.5,0.002175283241089618
107,0.003257478354498744,3.9091148376464844,0.0,0.5,0.002161318182567907
108,0.0032347722444683313,3.916874408721924,0.0,0.5,0.0021472822479741333
109,0.0032124503049999475,3.9244649410247803,0.0,0.5,0.0021331769765066963
110,0.0031905132345855236,3.9318976402282715,0.0,0.5,0.0021190039149675635
