epoch,train_loss,val_loss,val_accuracy,val_macro_recall,val_macro_f1,learning_rate
1,1.77513587474823,2.0185317993164062,0.13157894736842105,0.2533333333333333,0.1482128851540616,0.002999918576507786
2,1.3102363348007202,2.2811243534088135,0.19736842105263158,0.42000000000000004,0.16189555125725338,0.002999674314960146
3,1.037390112876892,2.4196982383728027,0.18421052631578946,0.41,0.1299114240290711,0.002999267242143112
4,0.850458025932312,2.3772032260894775,0.19736842105263158,0.42000000000000004,0.14701738939027073,0.002998697402696805
5,0.7105657458305359,2.305037260055542,0.21052631578947367,0.31666666666666665,0.15879629629629627,0.0029979648591105424
6,0.6137171983718872,2.291689395904541,0.2236842105263158,0.27,0.14464119291705496,0.0029970696917159837
7,0.52975994348526,2.3195278644561768,0.2631578947368421,0.29000000000000004,0.16225490196078432,0.0029960119986783204
8,0.44555774331092834,2.3435168266296387,0.3157894736842105,0.32999999999999996,0.19097744360902255,0.002994791895985514
9,0.3814833164215088,2.325744390487671,0.3684210526315789,0.3690909090909091,0.23212814645308927,0.002993409517435574
10,0.338045209646225,2.2515475749969482,0.3815789473684211,0.3790909090909091,0.2420236572890026,0.002991865014621886
11,0.3020927309989929,2.1334803104400635,0.39473684210526316,0.3881818181818182,0.2611742424242424,0.002990158556916589
12,0.26748016476631165,1.9969168901443481,0.39473684210526316,0.3881818181818182,0.2611742424242424,0.002988290331452
13,0.23569336533546448,1.8659204244613647,0.40789473684210525,0.3981818181818182,0.26421568627450986,0.002986260543100094
14,0.2090478092432022,1.7572828531265259,0.40789473684210525,0.3981818181818182,0.26317460317460317,0.0029840694144500383
15,0.18748296797275543,1.6791728734970093,0.40789473684210525,0.3981818181818182,0.26317460317460317,0.0029817171857837803
16,0.16928452253341675,1.631830096244812,0.42105263157894735,0.40727272727272723,0.28086647992530345,0.0029792041150497007
17,0.15290498733520508,1.609824538230896,0.4342105263157895,0.4163636363636364,0.2990384615384616,0.002976530477834325
18,0.1378456950187683,1.6049445867538452,0.42105263157894735,0.40727272727272723,0.28720595533498755,0.0029736965673321037
19,0.12429951876401901,1.6085190773010254,0.42105263157894735,0.40727272727272723,0.28720595533498755,0.002970702694313258
20,0.1124909520149231,1.61283278465271,0.42105263157894735,0.40727272727272723,0.28720595533498755,0.002967549187089702
21,0.10239294171333313,1.611972451210022,0.42105263157894735,0.40727272727272723,0.28720595533498755,0.0029642363914790405
22,0.09376922249794006,1.6023858785629272,0.4473684210526316,0.4263203463203463,0.3277826086956521,0.0029607646707666435
23,0.08630473166704178,1.5831266641616821,0.4473684210526316,0.4263203463203463,0.3277826086956521,0.00295713440566581
24,0.07971423119306564,1.5556529760360718,0.47368421052631576,0.44536796536796536,0.35898412698412696,0.002953345994276018
25,0.07380133867263794,1.5231947898864746,0.5,0.46441558441558434,0.385921146953405,0.002949399852039267
26,0.06846334040164948,1.4898667335510254,0.5131578947368421,0.47393939393939394,0.39914754098360655,0.002945296411694523
27,0.06365897506475449,1.4597748517990112,0.5263157894736842,0.48346320346320343,0.4094923685698134,0.0029410361232302612
28,0.05936626344919205,1.4363114833831787,0.5394736842105263,0.4929870129870129,0.4191475409836065,0.0029366194538351206
29,0.055554505437612534,1.421739935874939,0.5394736842105263,0.4929870129870129,0.4191475409836065,0.002932046887846672
30,0.052176136523485184,1.4170598983764648,0.5526315789473685,0.5025108225108225,0.4281797990481227,0.002927318926698304
31,0.04917268455028534,1.4220962524414062,0.5526315789473685,0.5025108225108225,0.4281797990481227,0.0029224360888642355
32,0.04648447409272194,1.4357200860977173,0.5657894736842105,0.512034632034632,0.4366475409836066,0.00291739890980266
33,0.044058240950107574,1.4561398029327393,0.5657894736842105,0.512034632034632,0.4366475409836066,0.0029122079418970256
34,0.041850801557302475,1.481201410293579,0.5657894736842105,0.512034632034632,0.4366475409836066,0.0029068637543954597
35,0.03982976824045181,1.5086692571640015,0.5657894736842105,0.512034632034632,0.4366475409836066,0.002901366933348345
36,0.037972014397382736,1.5364599227905273,0.5657894736842105,0.512034632034632,0.4386701890989989,0.002895718081544054
37,0.036261145025491714,1.562819004058838,0.5657894736842105,0.512034632034632,0.4386701890989989,0.002889917818442843
38,0.03468490391969681,1.5864357948303223,0.5657894736842105,0.512034632034632,0.4386701890989989,0.002883966780108924
39,0.033233098685741425,1.6064949035644531,0.5657894736842105,0.512034632034632,0.4386701890989989,0.0028778656191407125
40,0.03189652040600777,1.6226729154586792,0.5657894736842105,0.512034632034632,0.4386701890989989,0.002871615004599263
41,0.030666649341583252,1.6350877285003662,0.5657894736842105,0.512034632034632,0.4386701890989989,0.0028652156219348976
42,0.029535438865423203,1.6442127227783203,0.5657894736842105,0.512034632034632,0.4410555555555556,0.0028586681729120397
43,0.028495104983448982,1.650773286819458,0.5657894736842105,0.512034632034632,0.4410555555555556,0.0028519733755322583
44,0.027537893503904343,1.6556373834609985,0.5789473684210527,0.5215584415584414,0.45105823209049023,0.002845131963955529
