epoch,train_loss,val_loss,lr,val_accuracy,val_precision,val_recall,val_specificity,val_f1,val_balanced_accuracy,val_tp,val_tn,val_fp,val_fn
1,0.5826807740194423,0.48945003747940063,0.0002999917754048268,0.85546875,0.967741935483871,0.631578947368421,0.9875776397515528,0.7643312101910827,0.8095782935599869,60,159,2,35
2,0.41074754028149674,0.4340032637119293,0.0002999671025212268,0.87109375,0.8690476190476191,0.7684210526315789,0.9316770186335404,0.8156424581005587,0.8500490356325596,73,150,11,22
3,0.32027101392300417,0.5635524466633797,0.0002999259840548597,0.7890625,0.7157894736842105,0.7157894736842105,0.8322981366459627,0.7157894736842105,0.7740438051650866,68,134,27,27
4,0.26528499193978355,0.6168690100312233,0.00029986842451482874,0.796875,0.7087378640776699,0.7684210526315789,0.8136645962732919,0.7373737373737375,0.7910428244524355,73,131,30,22
5,0.22347437417056878,0.8013387620449066,0.000299794430213186,0.76171875,0.6440677966101694,0.8,0.7391304347826086,0.7136150234741785,0.7695652173913043,76,119,42,19
6,0.20395453069840463,0.8276984840631485,0.0002997040092642407,0.7734375,0.6728971962616822,0.7578947368421053,0.782608695652174,0.712871287128713,0.7702517162471396,72,126,35,23
7,0.20033083177703037,0.7604703679680824,0.0002995971715836687,0.79296875,0.71,0.7473684210526316,0.8198757763975155,0.7282051282051281,0.7836220987250735,71,132,29,24
8,0.18683986081399215,0.922544851899147,0.00029947392888742566,0.765625,0.6548672566371682,0.7789473684210526,0.7577639751552795,0.7115384615384616,0.7683556717881661,74,122,39,21
9,0.1922329656527957,0.9216044545173645,0.000299334294690462,0.765625,0.64,0.8421052631578947,0.7204968944099379,0.7272727272727272,0.7813010787839163,80,116,45,15
10,0.18347830818614239,0.7249410226941109,0.00029917828430524096,0.78515625,0.6886792452830188,0.7684210526315789,0.7950310559006211,0.7263681592039801,0.7817260542661,73,128,33,22
11,0.17009935799104792,0.6298057995736599,0.0002990059148400594,0.80859375,0.7254901960784313,0.7789473684210526,0.8260869565217391,0.751269035532995,0.8025171624713958,74,133,28,21
12,0.16697129829384935,0.6984837427735329,0.0002988172051971717,0.8046875,0.7102803738317757,0.8,0.8074534161490683,0.7524752475247526,0.8037267080745342,76,130,31,19
13,0.1661372518326132,0.6962788552045822,0.0002986121760707165,0.8125,0.7901234567901234,0.6736842105263158,0.8944099378881988,0.7272727272727273,0.7840470742072573,64,144,17,31
14,0.16102755934770255,0.7171616144478321,0.0002983908499444482,0.8125,0.719626168224299,0.8105263157894737,0.8136645962732919,0.7623762376237623,0.8120954560313828,77,131,30,18
15,0.1648791033041406,0.6917089112102985,0.00029815325108927063,0.81640625,0.7352941176470589,0.7894736842105263,0.8322981366459627,0.7614213197969544,0.8108859104282445,75,134,27,20
16,0.16267205481500796,0.6258284486830235,0.0002978994055605757,0.84375,0.8021978021978022,0.7684210526315789,0.8881987577639752,0.7849462365591398,0.828309905197777,73,143,18,22
