epoch,val_loss,val_accuracy,val_precision,val_recall,val_specificity,val_f1,val_balanced_accuracy,val_tp,val_tn,val_fp,val_fn
0,0.16682137548923492,1.0,1.0,1.0,1.0,1.0,1.0,16,16,0,0
1,0.16163954138755798,1.0,1.0,1.0,1.0,1.0,1.0,16,16,0,0
2,0.15654350817203522,1.0,1.0,1.0,1.0,1.0,1.0,16,16,0,0
3,0.15166005492210388,1.0,1.0,1.0,1.0,1.0,1.0,16,16,0,0
4,0.14701057970523834,1.0,1.0,1.0,1.0,1.0,1.0,16,16,0,0
5,0.1426011025905609,1.0,1.0,1.0,1.0,1.0,1.0,16,16,0,0
6,0.1384202241897583,1.0,1.0,1.0,1.0,1.0,1.0,16,16,0,0
7,0.13446012139320374,1.0,1.0,1.0,1.0,1.0,1.0,16,16,0,0
8,0.13071724772453308,1.0,1.0,1.0,1.0,1.0,1.0,16,16,0,0
9,0.12719041109085083,1.0,1.0,1.0,1.0,1.0,1.0,16,16,0,0
10,0.1238778680562973,1.0,1.0,1.0,1.0,1.0,1.0,16,16,0,0
11,0.12077561765909195,1.0,1.0,1.0,1.0,1.0,1.0,16,16,0,0
12,0.11787769943475723,1.0,1.0,1.0,1.0,1.0,1.0,16,16,0,0
13,0.1151764839887619,1.0,1.0,1.0,1.0,1.0,1.0,16,16,0,0
14,0.1126631647348404,1.0,1.0,1.0,1.0,1.0,1.0,16,16,0,0
15,0.11032804846763611,1.0,1.0,1.0,1.0,1.0,1.0,16,16,0,0
16,0.1081613227725029,1.0,1.0,1.0,1.0,1.0,1.0,16,16,0,0
17,0.10615330189466476,1.0,1.0,1.0,1.0,1.0,1.0,16,16,0,0
18,0.10429475456476212,1.0,1.0,1.0,1.0,1.0,1.0,16,16,0,0
19,0.10257706046104431,1.0,1.0,1.0,1.0,1.0,1.0,16,16,0,0
20,0.10099231451749802,1.0,1.0,1.0,1.0,1.0,1.0,16,16,0,0
21,0.0995333194732666,1.0,1.0,1.0,1.0,1.0,1.0,16,16,0,0
22,0.09819364547729492,1.0,1.0,1.0,1.0,1.0,1.0,16,16,0,0
23,0.0969674289226532,1.0,1.0,1.0,1.0,1.0,1.0,16,16,0,0
24,0.09584932029247284,1.0,1.0,1.0,1.0,1.0,1.0,16,16,0,0
25,0.09483442455530167,1.0,1.0,1.0,1.0,1.0,1.0,16,16,0,0
26,0.09391818940639496,1.0,1.0,1.0,1.0,1.0,1.0,16,16,0,0
27,0.09309632331132889,1.0,1.0,1.0,1.0,1.0,1.0,16,16,0,0
28,0.09236471354961395,1.0,1.0,1.0,1.0,1.0,1.0,16,16,0,0
29,0.09171943366527557,1.0,1.0,1.0,1.0,1.0,1.0,16,16,0,0
30,0.09115663170814514,1.0,1.0,1.0,1.0,1.0,1.0,16,16,0,0
31,0.090672567486763,0.96875,1.0,0.9375,1.0,0.967741935483871,0.96875,15,16,0,1
32,0.09026360511779785,0.96875,1.0,0.9375,1.0,0.967741935483871,0.96875,15,16,0,1
