epoch,train_loss,val_loss,lr,val_accuracy,val_precision,val_recall,val_specificity,val_f1,val_balanced_accuracy,val_tp,val_tn,val_fp,val_fn
1,0.5222835118795084,0.7964016177036144,0.0002999917754048268,0.7758284600389863,0.6237113402061856,0.7423312883435583,0.7914285714285715,0.6778711484593838,0.7668799298860649,121,277,73,42
2,0.3829565863095138,0.5882173807997453,0.0002999671025212268,0.7992202729044834,0.7238805970149254,0.5950920245398773,0.8942857142857142,0.6531986531986532,0.7446888694127958,97,313,37,66
3,0.332328922386653,0.5707827870085923,0.0002999259840548597,0.8187134502923976,0.6902173913043478,0.7791411042944786,0.8371428571428572,0.7319884726224783,0.8081419807186678,127,293,57,36
4,0.28879424413147264,0.58463777495697,0.00029986842451482874,0.8245614035087719,0.681592039800995,0.8404907975460123,0.8171428571428572,0.7527472527472527,0.8288168273444347,137,286,64,26
5,0.2556377604928953,0.5117897343536799,0.000299794430213186,0.8576998050682261,0.7205882352941176,0.901840490797546,0.8371428571428572,0.8010899182561307,0.8694916739702017,147,293,57,16
6,0.24732244588597288,0.9296019545395007,0.0002997040092642407,0.7953216374269005,0.616,0.9447852760736196,0.7257142857142858,0.7457627118644067,0.8352497808939527,154,254,96,9
7,0.22218062911321323,0.787482333970465,0.0002995971715836687,0.8362573099415205,0.670995670995671,0.950920245398773,0.7828571428571428,0.7868020304568529,0.8668886941279579,155,274,76,8
8,0.19767005074008898,0.43830733727409593,0.00029947392888742566,0.8830409356725146,0.7942857142857143,0.852760736196319,0.8971428571428571,0.8224852071005917,0.8749517966695881,139,314,36,24
9,0.19628472915050765,0.6903597458790385,0.000299334294690462,0.8538011695906432,0.7018348623853211,0.9386503067484663,0.8142857142857143,0.8031496062992126,0.8764680105170903,153,285,65,10
10,0.18654294987239028,0.5178691807255643,0.00029917828430524096,0.8596491228070176,0.8053691275167785,0.7361963190184049,0.9171428571428571,0.7692307692307692,0.826669588080631,120,321,29,43
11,0.1855996414273021,0.8034957483788447,0.0002990059148400594,0.8538011695906432,0.6946902654867256,0.9631901840490797,0.8028571428571428,0.8071979434447301,0.8830236634531112,157,281,69,6
12,0.1845421890162687,0.4848678545412729,0.0002988172051971717,0.8557504873294347,0.8503937007874016,0.6625766871165644,0.9457142857142857,0.7448275862068965,0.804145486415425,108,331,19,55
13,0.21309357154660108,0.834240459254262,0.0002986121760707165,0.847953216374269,0.6923076923076923,0.9386503067484663,0.8057142857142857,0.796875,0.872182296231376,153,282,68,10
14,0.17448422461939408,0.46734272748173794,0.0002983908499444482,0.8713450292397661,0.7904191616766467,0.8098159509202454,0.9,0.8,0.8549079754601228,132,315,35,31
15,0.17088177773398522,0.42420387105402657,0.00029815325108927063,0.9005847953216374,0.8010752688172043,0.9141104294478528,0.8942857142857142,0.853868194842407,0.9041980718667835,149,313,37,14
16,0.1646063729489416,0.42791603081523794,0.0002978994055605757,0.9025341130604289,0.7958115183246073,0.9325153374233128,0.8885714285714286,0.8587570621468925,0.9105433829973707,152,311,39,11
17,0.1619783249493588,0.4300390181601861,0.0002976293411953862,0.9044834307992202,0.8031914893617021,0.9263803680981595,0.8942857142857142,0.8603988603988604,0.9103330411919368,151,313,37,12
18,0.17490333949953357,0.7765855412443712,0.00029734308760930326,0.8674463937621832,0.7188940092165899,0.9570552147239264,0.8257142857142857,0.8210526315789474,0.8913847502191061,156,289,61,7
19,0.1749811043558745,0.3886691783836246,0.0002970406761932582,0.9103313840155945,0.838150289017341,0.8895705521472392,0.92,0.863095238095238,0.9047852760736197,145,322,28,18
20,0.18594353138176253,0.5154438547528627,0.00029672214011007076,0.8791423001949318,0.7463414634146341,0.9386503067484663,0.8514285714285714,0.8315217391304347,0.8950394390885188,153,298,52,10
21,0.1705108682059507,0.5523257952103605,0.000296387514290812,0.8830409356725146,0.7976878612716763,0.8466257668711656,0.9,0.8214285714285714,0.8733128834355828,138,315,35,25
