epoch,train_loss,val_loss,val_accuracy,val_macro_recall,val_macro_f1,learning_rate
1,1.6177653269981271,9.19225782923179,0.24752475247524752,0.2,0.07936507936507936,0.00029999218663458546
2,1.5482335375316107,2.4440244825759736,0.24752475247524752,0.2,0.07936507936507936,0.00029996874739516546
3,1.4574749434172218,1.729717229852582,0.24752475247524752,0.2,0.07936507936507936,0.00029992968485211674
4,1.443607433518367,1.5960731034231659,0.3564356435643564,0.32941176470588235,0.19803921568627453,0.00029987500328908733
5,1.3681198767761686,1.5446428025122916,0.36633663366336633,0.3411764705882353,0.22802811078958246,0.00029980470870252676
6,1.369773800693341,1.5064472727256246,0.3564356435643564,0.3331764705882353,0.25533098709569296,0.0002997188088010287
7,1.254180755188216,1.4653501215547617,0.3564356435643564,0.3331764705882353,0.2575910364145658,0.00029961731300448525
8,1.2176695581692367,1.4229745416357966,0.3564356435643564,0.3331764705882353,0.2575910364145658,0.00029950023244305435
9,1.181165812620476,1.390171490093269,0.37623762376237624,0.40407843137254906,0.33137362637362633,0.0002993675799559389
10,1.1952029181950128,1.3661888471924433,0.36633663366336633,0.39231372549019605,0.31986368062317433,0.00029921937008997894
11,1.1400915135198564,1.3387627058690137,0.37623762376237624,0.3965490196078431,0.32453102453102456,0.00029905561909805646
12,1.0418952756853246,1.3092050151069565,0.38613861386138615,0.40454901960784306,0.3308474420316525,0.0002988763449373131
13,1.0314631124040974,1.2762196016783762,0.36633663366336633,0.38854901960784316,0.3175247902364607,0.0002986815672671807
14,1.027457525481039,1.2631472715056768,0.44554455445544555,0.4479038583175205,0.3976415990124863,0.0002984713074472258
15,0.9579397066315608,1.234221864454817,0.6138613861386139,0.59964073371284,0.5437064569417511,0.0002982455885348071
16,0.9427408068927366,1.2163240378445919,0.6336633663366337,0.6050145477545856,0.5414822266934942,0.0002980044352825469
17,0.9054725508191692,1.2414050515335384,0.6534653465346535,0.6210145477545856,0.5585151937264612,0.00029774787413561687
18,0.8783954648829219,1.2397563304051313,0.6435643564356436,0.6077014547754586,0.5375692586218902,0.00029747593322883807
19,0.8396141546875683,1.2260011151285455,0.6336633663366337,0.6034661606578114,0.5410941509023701,0.0002971886423835953
20,0.8086414621837104,1.2131790241392533,0.6534653465346535,0.6157014547754586,0.5449764690643754,0.0002968860331045672
21,0.8343077631139043,1.231003964301383,0.6435643564356436,0.6114661606578115,0.5464884135472371,0.0002965681385762714
22,0.7658802777973573,1.2453808737273264,0.6435643564356436,0.6114661606578115,0.5464884135472371,0.0002962349936594253
