epoch,train_loss,val_loss,val_f1,val_balanced_accuracy,learning_rate
1,0.733029842376709,0.7112969160079956,0.6060606060606061,0.6441176470588235,0.002999918576507786
2,0.6424186825752258,0.5798352956771851,0.6875,0.723529411764706,0.002999674314960146
3,0.382204532623291,0.48154574632644653,0.7586206896551724,0.7985294117647059,0.002999267242143112
4,0.3753974437713623,0.41490438580513,0.7272727272727272,0.7529411764705882,0.002998697402696805
5,0.30041584372520447,0.45265012979507446,0.7222222222222222,0.7323529411764705,0.0029979648591105424
6,0.22300393879413605,0.5642136335372925,0.7368421052631577,0.736764705882353,0.0029970696917159837
7,0.20685851573944092,0.6751108169555664,0.7906976744186047,0.775,0.0029960119986783204
8,0.1991972178220749,0.7574895620346069,0.7234042553191489,0.675,0.002994791895985514
9,0.17739041149616241,0.8137204051017761,0.6938775510204082,0.625,0.002993409517435574
10,0.15130409598350525,0.8566792011260986,0.6938775510204082,0.625,0.002991865014621886
11,0.1336711347103119,0.9001709222793579,0.6938775510204082,0.625,0.002990158556916589
12,0.1264987587928772,0.9541353583335876,0.6938775510204082,0.625,0.002988290331452
13,0.12316979467868805,1.022721529006958,0.7083333333333333,0.65,0.002986260543100094
14,0.11665592342615128,1.1046024560928345,0.7083333333333333,0.65,0.0029840694144500383
15,0.10557635128498077,1.1944347620010376,0.6799999999999999,0.6,0.0029817171857837803
16,0.09330455958843231,1.2846133708953857,0.6799999999999999,0.6,0.0029792041150497007
17,0.08348897844552994,1.36709725856781,0.6799999999999999,0.6,0.002976530477834325
18,0.07728961855173111,1.435096263885498,0.6799999999999999,0.6,0.0029736965673321037
19,0.07345732301473618,1.4843333959579468,0.6799999999999999,0.6,0.002970702694313258
20,0.06990055739879608,1.5136401653289795,0.6799999999999999,0.6,0.002967549187089702
21,0.06522712111473083,1.5248210430145264,0.6799999999999999,0.6,0.0029642363914790405
22,0.05939561128616333,1.5219415426254272,0.6799999999999999,0.6,0.0029607646707666435
23,0.05337296798825264,1.510266661643982,0.6799999999999999,0.6,0.00295713440566581
24,0.04825596511363983,1.4951328039169312,0.6799999999999999,0.6,0.002953345994276018
25,0.04454042389988899,1.4810459613800049,0.6799999999999999,0.6,0.002949399852039267
26,0.041978608816862106,1.4711894989013672,0.6799999999999999,0.6,0.002945296411694523
27,0.03992997854948044,1.4673030376434326,0.6799999999999999,0.6,0.0029410361232302612
28,0.037822574377059937,1.4697964191436768,0.6799999999999999,0.6,0.0029366194538351206
29,0.03543351963162422,1.4779903888702393,0.6799999999999999,0.6,0.002932046887846672
30,0.03289687633514404,1.4904316663742065,0.6799999999999999,0.6,0.002927318926698304
31,0.03051609918475151,1.5052356719970703,0.6799999999999999,0.6,0.0029224360888642355
32,0.028544437140226364,1.52042555809021,0.6799999999999999,0.6,0.00291739890980266
