epoch,val_loss,val_accuracy,val_precision,val_recall,val_specificity,val_f1,val_balanced_accuracy,val_tp,val_tn,val_fp,val_fn
0,0.06517165154218674,1.0,1.0,1.0,1.0,1.0,1.0,16,16,0,0
1,0.06657050549983978,1.0,1.0,1.0,1.0,1.0,1.0,16,16,0,0
2,0.06794191896915436,1.0,1.0,1.0,1.0,1.0,1.0,16,16,0,0
3,0.06927955895662308,1.0,1.0,1.0,1.0,1.0,1.0,16,16,0,0
4,0.07058422267436981,1.0,1.0,1.0,1.0,1.0,1.0,16,16,0,0
5,0.0718536302447319,1.0,1.0,1.0,1.0,1.0,1.0,16,16,0,0
6,0.07308213412761688,1.0,1.0,1.0,1.0,1.0,1.0,16,16,0,0
7,0.0742625966668129,1.0,1.0,1.0,1.0,1.0,1.0,16,16,0,0
8,0.07538806647062302,1.0,1.0,1.0,1.0,1.0,1.0,16,16,0,0
9,0.076451875269413,1.0,1.0,1.0,1.0,1.0,1.0,16,16,0,0
10,0.07744722813367844,1.0,1.0,1.0,1.0,1.0,1.0,16,16,0,0
11,0.0783664807677269,1.0,1.0,1.0,1.0,1.0,1.0,16,16,0,0
12,0.07920127362012863,1.0,1.0,1.0,1.0,1.0,1.0,16,16,0,0
13,0.07994408160448074,1.0,1.0,1.0,1.0,1.0,1.0,16,16,0,0
14,0.08059045672416687,1.0,1.0,1.0,1.0,1.0,1.0,16,16,0,0
15,0.08114007860422134,0.96875,1.0,0.9375,1.0,0.967741935483871,0.96875,15,16,0,1
16,0.08159701526165009,0.96875,1.0,0.9375,1.0,0.967741935483871,0.96875,15,16,0,1
17,0.08196902275085449,0.96875,1.0,0.9375,1.0,0.967741935483871,0.96875,15,16,0,1
18,0.08226720988750458,0.96875,1.0,0.9375,1.0,0.967741935483871,0.96875,15,16,0,1
19,0.08250512182712555,0.96875,1.0,0.9375,1.0,0.967741935483871,0.96875,15,16,0,1
20,0.08269806206226349,0.96875,1.0,0.9375,1.0,0.967741935483871,0.96875,15,16,0,1
21,0.0828620046377182,0.96875,1.0,0.9375,1.0,0.967741935483871,0.96875,15,16,0,1
22,0.08301261067390442,0.96875,1.0,0.9375,1.0,0.967741935483871,0.96875,15,16,0,1
23,0.08316401392221451,0.96875,1.0,0.9375,1.0,0.967741935483871,0.96875,15,16,0,1
24,0.08332830667495728,0.96875,1.0,0.9375,1.0,0.967741935483871,0.96875,15,16,0,1
25,0.08351529389619827,0.96875,1.0,0.9375,1.0,0.967741935483871,0.96875,15,16,0,1
26,0.08373264968395233,0.96875,1.0,0.9375,1.0,0.967741935483871,0.96875,15,16,0,1
27,0.08398645371198654,0.96875,1.0,0.9375,1.0,0.967741935483871,0.96875,15,16,0,1
28,0.08428151905536652,0.96875,1.0,0.9375,1.0,0.967741935483871,0.96875,15,16,0,1
29,0.08462165296077728,0.96875,1.0,0.9375,1.0,0.967741935483871,0.96875,15,16,0,1
