epoch,train_loss,val_loss,val_accuracy,val_macro_recall,val_macro_f1,learning_rate
1,1.5773005129686042,1.615439543629637,0.25742574257425743,0.20800000000000002,0.12019566736547868,0.00029999218663458546
2,1.4892851167650365,1.601914626536983,0.3465346534653465,0.26606451612903226,0.24194577352472088,0.00029996874739516546
3,1.3983129084999881,1.583222494267001,0.44554455445544555,0.39544086021505376,0.36825856592174083,0.00029992968485211674
4,1.3076371595041076,1.5560512672556508,0.45544554455445546,0.45901075268817204,0.4144444444444445,0.00029987500328908733
5,1.240513088098213,1.5254566138333614,0.5148514851485149,0.5054623655913979,0.4362049335863378,0.00029980470870252676
6,1.2293924698189123,1.4910260639568367,0.5841584158415841,0.5712080961416826,0.5271358428805237,0.0002997188088010287
7,1.1179689079967898,1.4423333075967166,0.5841584158415841,0.5734244149272613,0.5369074438285952,0.00029961731300448525
8,1.1228231102672976,1.3921895263218644,0.6534653465346535,0.6376217583807716,0.6128988391376451,0.00029950023244305435
9,1.086787935513169,1.3435963002761993,0.6336633663366337,0.6300316255534472,0.6021574074074074,0.0002993675799559389
10,1.0705878183023254,1.3021100688688825,0.6435643564356436,0.6471094244149272,0.6156028002598889,0.00029921937008997894
11,1.0955500157911386,1.2612839913604283,0.693069306930693,0.6809158760278304,0.654197955778056,0.00029905561909805646
12,1.0431923474838485,1.2426629845458683,0.7227722772277227,0.7040354206198608,0.6728921568627451,0.0002988763449373131
13,0.9814981809302942,1.2147193438935988,0.7128712871287128,0.697583807716635,0.6617399267399268,0.0002986815672671807
14,0.9918776092244618,1.1819848294305328,0.7227722772277227,0.7040354206198608,0.6780161867118389,0.0002984713074472258
15,0.9781059115680296,1.1645135572641203,0.7128712871287128,0.6960354206198608,0.6703092868988392,0.0002982455885348071
16,0.9405612269444252,1.1372819171093478,0.7524752475247525,0.7264870335230866,0.7181020112654297,0.0002980044352825469
17,0.9485139633292583,1.1279812862377356,0.7227722772277227,0.7040354206198608,0.6762714008414688,0.00029774787413561687
18,0.9205714437498975,1.111181358299633,0.7425742574257426,0.7200354206198608,0.7117308831040201,0.00029747593322883807
19,0.8724850576315353,1.0989749490624607,0.7425742574257426,0.7184870335230866,0.6966013071895425,0.0002971886423835953
20,0.8912659963565086,1.0829847921239268,0.7227722772277227,0.7040354206198608,0.6774109807841178,0.0002968860331045672
21,0.8696156348755111,1.0727545931787774,0.7128712871287128,0.6922707147375078,0.6652498680631673,0.0002965681385762714
22,0.8444008222266809,1.0725638134644764,0.7128712871287128,0.6960354206198608,0.669096118607363,0.0002962349936594253
23,0.8795994893828435,1.0687334230630705,0.7227722772277227,0.7024870335230866,0.6843848293522893,0.0002958866348871231
24,0.8428085846687431,1.0718967973595799,0.7227722772277227,0.7024870335230866,0.6827559295164929,0.0002955231004608299
25,0.8642515193170576,1.0916705332180061,0.693069306930693,0.6838001265022138,0.6584148727984345,0.00029514443024619214
26,0.8213894998849328,1.0819644455862518,0.7227722772277227,0.7062517394054396,0.7068301333007214,0.0002947506657686662
27,0.7895921264121781,1.0556585186778908,0.7227722772277227,0.7002707147375078,0.7278846974621622,0.0002943418502089643
28,0.7816147741986744,1.0314794666696303,0.7326732673267327,0.7082707147375078,0.7418265470439382,0.0002939180283983195
29,0.8082757725644467,1.0127642190102304,0.7425742574257426,0.7200354206198608,0.755253682487725,0.0002934792468135694
30,0.7432952407580703,0.9963117029407237,0.7425742574257426,0.7162707147375078,0.7500023983280226,0.0002930255535720593
31,0.8054890027686731,0.9899980915655003,0.7623762376237624,0.7398001265022137,0.7733159835176752,0.0002925569984263659
32,0.7880901863325888,0.9829898093006398,0.7623762376237624,0.7307223276407336,0.7649321371060501,0.000292073632758841
33,0.715825352206159,0.9687902762158083,0.7425742574257426,0.7109576217583807,0.7451282051282052,0.00029157550957597704
34,0.7077776531674969,0.9718959290202301,0.7623762376237624,0.7269576217583807,0.7592859314598446,0.00029106268350259445
35,0.6971837869331018,0.9547286629676819,0.7623762376237624,0.7344870335230866,0.7691982502984362,0.0002905352107758511
36,0.6728965186361057,0.9590036827738923,0.7920792079207921,0.7584870335230867,0.7903551323240114,0.0002899931492390757
37,0.6786951440483776,0.966285483671887,0.7920792079207921,0.7622517394054396,0.795760706087554,0.00028943655833542413
38,0.7122777113273963,0.9673396183712648,0.7623762376237624,0.7428969006957622,0.7758895129294399,0.0002888654991013612
39,0.6595915991868546,0.9478650565194612,0.7821782178217822,0.7573485135989879,0.7890069791547624,0.0002882800341599672
40,0.6353961104777321,0.9313435088289846,0.7920792079207921,0.7622517394054396,0.795760706087554,0.0002876802277140705
41,0.6512895244271008,0.9277249580562705,0.801980198019802,0.7702517394054396,0.8020965199274679,0.00028706614553920714
42,0.660082416747933,0.9493255627037275,0.801980198019802,0.7702517394054396,0.8020965199274679,0.00028643785497640766
43,0.653814233061093,0.943165115790792,0.7821782178217822,0.7558001265022137,0.7876157323758644,0.00028579542492481244
44,0.6607538408307887,0.9533198469936257,0.7722772277227723,0.7440354206198607,0.7770464403255392,0.0002851389258341162
45,0.643762036935607,0.9361375216210243,0.7722772277227723,0.7387223276407336,0.7723395445134575,0.00028446842969684225
46,0.6611479574175023,0.9385100343439838,0.7524752475247525,0.7136445287792537,0.7450361145703612,0.00028378401004044794
47,0.6235540749421761,0.940934435565873,0.7623762376237624,0.7238608475648324,0.7567895807895808,0.0002830857419192612
48,0.614303644913346,0.9514280026501948,0.7821782178217822,0.7436255534471854,0.7769905490071148,0.0002823737019062504
49,0.6340343818735721,0.9749053327163847,0.7722772277227723,0.7409386464263125,0.7677740517177137,0.00028164796808462683
50,0.6006575609321025,0.9698251178949187,0.7821782178217822,0.7504870335230867,0.7764254818903775,0.00028090862003928236
51,0.6031049312050663,0.9708011126754308,0.7821782178217822,0.7580164452877926,0.7786432519233629,0.0002801557388480618
52,0.5886325311304917,0.925294307198855,0.7821782178217822,0.7489386464263125,0.7837209420042266,0.00027938940707287205
53,0.5792120623944411,0.9141336945023867,0.7722772277227723,0.7409386464263125,0.7769761745104211,0.000278609708750628
54,0.6391037951654462,0.918193804745627,0.7722772277227723,0.7409386464263125,0.7769761745104211,0.000277816729384037
55,0.5982678879552813,0.9137365452133783,0.7722772277227723,0.7409386464263125,0.7769761745104211,0.0002770105559322228
56,0.5852916294069432,0.8900676729655502,0.7623762376237624,0.6742719797596458,0.7115574552985984,0.000276191276801189
57,0.6156313526096628,0.8817797273692518,0.7722772277227723,0.68382036685642,0.721081163883805,0.00027535898183412487
58,0.5689272382366124,0.8784184621112181,0.7722772277227723,0.6944465528146743,0.7284241104517601,0.00027451376230155266
59,0.6046586677209654,0.8899654999817952,0.7722772277227723,0.7546616065781151,0.7874871794871795,0.0002736557108913188
60,0.5918106338871059,0.9103573607926322,0.7920792079207921,0.7691132194813408,0.797446821792531,0.00027278492169842985
61,0.5952056370564361,0.9164557032065817,0.801980198019802,0.7755648323845666,0.8011956118951302,0.00027190149021473367
62,0.5881007100219158,0.9302189356029624,0.7920792079207921,0.7088981657179001,0.7340406345195646,0.0002710055133184478
63,0.5737216810681927,0.9176219571935068,0.801980198019802,0.7702517394054396,0.8033078758988749,0.0002700970892635357
64,0.5770534721773062,0.911225166651282,0.7821782178217822,0.69182036685642,0.7272982336611703,0.000269176317668932
65,0.5756820378018849,0.9069532639909499,0.7722772277227723,0.68382036685642,0.7194095943941775,0.0002682432995076182
66,0.5410328800998517,0.9204745044802675,0.7821782178217822,0.7024465528146743,0.7347257333571567,0.00026729813709554977
67,0.5965350955279906,0.9212851736805227,0.801980198019802,0.7755648323845666,0.8068610634648371,0.00026634093408043637
68,0.5836552523854953,0.9066596957716612,0.7722772277227723,0.7493485135989879,0.7835871714492403,0.00026537179543037514
69,0.5400764604112995,0.8835975297606817,0.7821782178217822,0.7504870335230867,0.7858162127727344,0.0002643908274223403
70,0.5583883399394021,0.8666059481035365,0.7821782178217822,0.7504870335230867,0.7864998830956277,0.00026339813763052853
71,0.5735591605528078,0.868591566487114,0.801980198019802,0.7633902593295383,0.7995360195360195,0.00026239383491456195
72,0.5382840668977197,0.8959802873063796,0.7920792079207921,0.7553902593295383,0.7915465356561247,0.000261378029407551
73,0.5669252338694103,0.9095370509836933,0.7821782178217822,0.6924882985452246,0.7282726002891661,0.0002603508325040164
74,0.5726807081877295,0.9022975392860941,0.7920792079207921,0.6967235926628716,0.7323225751332453,0.0002593123568476743
75,0.5739939408515816,0.8925806561318954,0.7722772277227723,0.6785072738772928,0.7148697214734951,0.0002582627163190828
76,0.5370274604256473,0.9149899382402401,0.7524752475247525,0.6671524351676155,0.7033251036263563,0.00025720202602315444
77,0.532090237781183,0.9402764587119075,0.7128712871287128,0.6413459835547123,0.6770390336428073,0.0002561304022765328
78,0.5560244748841471,0.9344281619138056,0.7425742574257426,0.6660139152435167,0.7012781946771002,0.000255047962594838
79,0.556999091781787,0.9473203603583987,0.7722772277227723,0.7493485135989879,0.7824800687518815,0.00025395482567977897
80,0.5595499730821866,0.9469518059551125,0.7623762376237624,0.6842302340290956,0.7182177068214805,0.00025285111140613715
81,0.5496517811248551,0.9548206051977555,0.7524752475247525,0.6815433270082226,0.7111282248748556,0.00025173694080862026
82,0.5316792299498373,0.9606037517585376,0.7821782178217822,0.7595648323845666,0.784877421070747,0.0002506124360685899
83,0.6585972131188236,0.929348374357318,0.7920792079207921,0.7675648323845666,0.7961096947188692,0.00024947772050066283
84,0.5568877574223191,0.9291702390897392,0.7821782178217822,0.7611132194813408,0.7865311274434117,0.00024833291853918816
85,0.5559167612844439,0.9101749564161395,0.801980198019802,0.7740164452877925,0.8037514134622281,0.0002471781557246017
86,0.5207511275561888,0.8986789401214902,0.7821782178217822,0.7542517394054395,0.7857748049052398,0.0002460135586896591
87,0.5235142134018799,0.8811440302593874,0.7920792079207921,0.7553902593295383,0.7915465356561247,0.000244839255145549
88,0.5557193613764065,0.8746036851760184,0.7821782178217822,0.7473902593295383,0.783342151249128,0.00024365537386788832
89,0.5092718031869006,0.8691514742256391,0.7722772277227723,0.7356255534471854,0.7723294242364009,0.00024246204468260016
90,0.5259808070624052,0.8765183775731833,0.7623762376237624,0.7276255534471854,0.7639414776256881,0.00024125939845167732
