epoch,train_loss,val_loss,lr,val_accuracy,val_precision,val_recall,val_specificity,val_f1,val_balanced_accuracy,val_tp,val_tn,val_fp,val_fn
1,0.5801901738262301,0.6770802003827261,0.0002999917754048268,0.7686567164179104,0.5133689839572193,0.9795918367346939,0.7006578947368421,0.6736842105263159,0.8401248657357681,96,213,91,2
2,0.4254000040427606,0.5284900647490772,0.0002999671025212268,0.8930348258706468,0.7433628318584071,0.8571428571428571,0.9046052631578947,0.7962085308056872,0.880874060150376,84,275,29,14
3,0.37286479435909553,0.4175367376104516,0.0002999259840548597,0.8631840796019901,0.7047619047619048,0.7551020408163265,0.8980263157894737,0.7290640394088671,0.8265641783029001,74,273,31,24
4,0.31671095642373837,0.40341837667114105,0.00029986842451482874,0.8731343283582089,0.719626168224299,0.7857142857142857,0.9013157894736842,0.751219512195122,0.8435150375939849,77,274,30,21
5,0.2738735025508816,0.42478156727344835,0.000299794430213186,0.8830845771144279,0.7007874015748031,0.9081632653061225,0.875,0.791111111111111,0.8915816326530612,89,266,38,9
6,0.2349577270961707,0.5280419755634383,0.0002997040092642407,0.8407960199004975,0.6307692307692307,0.8367346938775511,0.8421052631578947,0.7192982456140352,0.8394199785177229,82,256,48,16
7,0.22109366959186152,0.35753864672646596,0.0002995971715836687,0.8905472636815921,0.8214285714285714,0.7040816326530612,0.9506578947368421,0.7582417582417582,0.8273697636949517,69,289,15,29
8,0.20747834986611058,0.5794910790018775,0.00029947392888742566,0.8706467661691543,0.6597222222222222,0.9693877551020408,0.8388157894736842,0.7851239669421487,0.9041017722878625,95,255,49,3
9,0.19736170040150458,0.3581749971084927,0.000299334294690462,0.9104477611940298,0.7540983606557377,0.9387755102040817,0.9013157894736842,0.8363636363636363,0.9200456498388829,92,274,30,6
10,0.1845784098956303,0.3732848662642104,0.00029917828430524096,0.9079601990049752,0.8080808080808081,0.8163265306122449,0.9375,0.8121827411167513,0.8769132653061225,80,285,19,18
11,0.17381414736200837,0.385695110950897,0.0002990059148400594,0.9154228855721394,0.7711864406779662,0.9285714285714286,0.9111842105263158,0.8425925925925927,0.9198778195488722,91,277,27,7
12,0.1718827752670169,0.36127243320740277,0.0002988172051971717,0.8880597014925373,0.7431192660550459,0.826530612244898,0.9078947368421053,0.782608695652174,0.8672126745435016,81,276,28,17
13,0.1619914000459083,0.48760285469430004,0.0002986121760707165,0.8756218905472637,0.6714285714285714,0.9591836734693877,0.8486842105263158,0.7899159663865546,0.9039339419978518,94,258,46,4
14,0.1581635521664266,0.3785200629068251,0.0002983908499444482,0.9054726368159204,0.8,0.8163265306122449,0.9342105263157895,0.8080808080808082,0.8752685284640171,80,284,20,18
15,0.1515466658439686,0.3641465685853911,0.00029815325108927063,0.9129353233830846,0.7692307692307693,0.9183673469387755,0.9111842105263158,0.8372093023255814,0.9147757787325457,90,277,27,8
16,0.15181746683598185,0.3678463752293468,0.0002978994055605757,0.8905472636815921,0.7454545454545455,0.8367346938775511,0.9078947368421053,0.7884615384615385,0.8723147153598282,82,276,28,16
17,0.15208710828900182,0.48862615679923577,0.0002976293411953862,0.8731343283582089,0.6666666666666666,0.9591836734693877,0.8453947368421053,0.7866108786610879,0.9022892051557465,94,257,47,4
18,0.1507321310911439,0.342706613427964,0.00029734308760930326,0.917910447761194,0.8217821782178217,0.8469387755102041,0.9407894736842105,0.8341708542713568,0.8938641245972073,83,286,18,15
19,0.14764779271322978,0.3613316425636633,0.0002970406761932582,0.9054726368159204,0.7830188679245284,0.8469387755102041,0.9243421052631579,0.8137254901960785,0.885640440386681,83,281,23,15
20,0.15335156285096208,0.5384874340165314,0.00029672214011007076,0.8706467661691543,0.6597222222222222,0.9693877551020408,0.8388157894736842,0.7851239669421487,0.9041017722878625,95,255,49,3
21,0.15243191542333992,0.34433028887753464,0.000296387514290812,0.900497512437811,0.7636363636363637,0.8571428571428571,0.9144736842105263,0.8076923076923076,0.8858082706766917,84,278,26,14
22,0.15126822394729436,0.3385537662612858,0.0002960368354309739,0.9203980099502488,0.8055555555555556,0.8877551020408163,0.930921052631579,0.8446601941747574,0.9093380773361976,87,283,21,11
23,0.14977896384051934,0.46694380979039773,0.00029567014198644527,0.8880597014925373,0.6879432624113475,0.9897959183673469,0.8552631578947368,0.8117154811715481,0.9225295381310419,97,260,44,1
24,0.14870122295982352,0.37018083977462046,0.0002952874741692945,0.8855721393034826,0.7063492063492064,0.9081632653061225,0.8782894736842105,0.7946428571428572,0.8932263694951665,89,267,37,9
25,0.14885704814225087,0.3809684495724256,0.0002948888739433601,0.8980099502487562,0.7244094488188977,0.9387755102040817,0.8848684210526315,0.8177777777777777,0.9118219656283566,92,269,35,6
26,0.15023755996217963,0.40437911280352085,0.00029447438501964857,0.8980099502487562,0.7435897435897436,0.8877551020408163,0.9013157894736842,0.8093023255813954,0.8945354457572503,87,274,30,11
27,0.14464584314621626,0.37568131949178024,0.0002940440528515413,0.900497512437811,0.7636363636363637,0.8571428571428571,0.9144736842105263,0.8076923076923076,0.8858082706766917,84,278,26,14
28,0.15009470359556695,0.47089932213968305,0.00029359792462980993,0.8980099502487562,0.7244094488188977,0.9387755102040817,0.8848684210526315,0.8177777777777777,0.9118219656283566,92,269,35,6
29,0.17715208893169507,0.45430396386046906,0.0002931360492774414,0.8681592039800995,0.7368421052631579,0.7142857142857143,0.9177631578947368,0.7253886010362695,0.8160244360902256,70,279,25,28
30,0.16534945946211002,0.4168733522221817,0.0002926584774442729,0.8706467661691543,0.7129629629629629,0.7857142857142857,0.8980263157894737,0.7475728155339806,0.8418703007518797,77,273,31,21
31,0.1513355370460778,0.44227446934477016,0.00029216526150143774,0.9029850746268657,0.7521367521367521,0.8979591836734694,0.9046052631578947,0.8186046511627907,0.9012822234156821,88,275,29,10
32,0.15402488877466347,0.45542032949960054,0.00029165645553562203,0.8905472636815921,0.6985294117647058,0.9693877551020408,0.8651315789473685,0.8119658119658119,0.9172596670247046,95,263,41,3
33,0.15967476081166063,0.43455411530845794,0.0002911321153431337,0.8781094527363185,0.7425742574257426,0.7653061224489796,0.9144736842105263,0.7537688442211056,0.8398899033297529,75,278,26,23
34,0.14990160055216328,0.34274087112341356,0.00029059229842378357,0.8980099502487562,0.7766990291262136,0.8163265306122449,0.9243421052631579,0.7960199004975125,0.8703343179377014,80,281,23,18
35,0.15135647098791769,0.37212800534803475,0.00029003706397458007,0.900497512437811,0.7301587301587301,0.9387755102040817,0.8881578947368421,0.8214285714285714,0.9134667024704619,92,270,34,6
36,0.14588212354595548,0.37484653701829673,0.00028946647288323756,0.9054726368159204,0.7459016393442623,0.9285714285714286,0.8980263157894737,0.8272727272727273,0.9132988721804511,91,273,31,7
37,0.1492418594881214,0.3728636663351486,0.0002888805877214991,0.9054726368159204,0.7459016393442623,0.9285714285714286,0.8980263157894737,0.8272727272727273,0.9132988721804511,91,273,31,7
38,0.1430326169271928,0.38694630592913176,0.00028827947273827497,0.8955223880597015,0.7089552238805971,0.9693877551020408,0.8717105263157895,0.8189655172413793,0.9205491407089151,95,265,39,3
39,0.1404595423504342,0.40605488730900324,0.0002876631938525971,0.8855721393034826,0.6911764705882353,0.9591836734693877,0.8618421052631579,0.8034188034188035,0.9105128893662728,94,262,42,4
40,0.1446620621203756,0.3547228008360412,0.00028703181864639,0.9054726368159204,0.7419354838709677,0.9387755102040817,0.8947368421052632,0.828828828828829,0.9167561761546724,92,272,32,6
41,0.14210168546445967,0.4295874943780662,0.0002863854163570602,0.8805970149253731,0.6785714285714286,0.9693877551020408,0.8519736842105263,0.7983193277310924,0.9106807196562836,95,259,45,3
42,0.1419153039105072,0.3453997357271204,0.0002857240578699029,0.9104477611940298,0.7672413793103449,0.9081632653061225,0.9111842105263158,0.8317757009345794,0.9096737379162192,89,277,27,9
43,0.14164904616434026,0.3789396280079932,0.000285047815710329,0.900497512437811,0.7164179104477612,0.9795918367346939,0.875,0.8275862068965516,0.9272959183673469,96,266,38,2
44,0.15153508804864474,0.3706776734015242,0.0002843567640359119,0.8930348258706468,0.7835051546391752,0.7755102040816326,0.930921052631579,0.7794871794871796,0.8532156283566058,76,283,21,22
45,0.14524224842323283,0.3961035723413401,0.00028365097862825513,0.9054726368159204,0.7307692307692307,0.9693877551020408,0.8848684210526315,0.8333333333333333,0.9271280880773362,95,269,35,3
46,0.14481515692176372,0.4078934587056364,0.00028293053688468214,0.8980099502487562,0.8202247191011236,0.7448979591836735,0.9473684210526315,0.7807486631016043,0.8461331901181526,73,288,16,25
47,0.14717422927619578,0.41190991754555584,0.00028219551780974875,0.8930348258706468,0.706766917293233,0.9591836734693877,0.8717105263157895,0.8138528138528139,0.9154470998925885,94,265,39,4
48,0.14873919809438163,0.5226096611710923,0.0002814460020065795,0.8781094527363185,0.7634408602150538,0.7244897959183674,0.9276315789473685,0.7434554973821991,0.826060687432868,71,282,22,27
49,0.1467563726192023,0.47343255957560754,0.0002806820716680284,0.8830845771144279,0.6834532374100719,0.9693877551020408,0.8552631578947368,0.80168776371308,0.9123254564983888,95,260,44,3
50,0.14547954521036582,0.35537025347277895,0.0002799038105676658,0.9154228855721394,0.7711864406779662,0.9285714285714286,0.9111842105263158,0.8425925925925927,0.9198778195488722,91,277,27,7
51,0.14334406204744496,0.4214989534064905,0.0002791113040505915,0.9029850746268657,0.7322834645669292,0.9489795918367347,0.8881578947368421,0.8266666666666668,0.9185687432867884,93,270,34,5
52,0.14083463775165989,0.39478939608554936,0.00027830463902407595,0.8830845771144279,0.6946564885496184,0.9285714285714286,0.868421052631579,0.7947598253275109,0.8984962406015038,91,264,40,7
53,0.14256666242223723,0.3775535460135237,0.0002774839039480296,0.8980099502487562,0.7355371900826446,0.9081632653061225,0.8947368421052632,0.8127853881278538,0.9014500537056929,89,272,32,9
54,0.15106299259882755,0.3670065991617554,0.00027664918882530225,0.9104477611940298,0.7583333333333333,0.9285714285714286,0.9046052631578947,0.834862385321101,0.9165883458646616,91,275,29,7
55,0.14768184955935484,0.4283023031789865,0.0002758005851918136,0.8955223880597015,0.7058823529411765,0.9795918367346939,0.868421052631579,0.8205128205128206,0.9240064446831364,96,264,40,2
56,0.14786174765488883,0.3670766473706089,0.0002749381861065149,0.900497512437811,0.7843137254901961,0.8163265306122449,0.9276315789473685,0.8,0.8719790547798068,80,282,22,18
57,0.1429908405819857,0.4412153601942964,0.00027406208614118424,0.8930348258706468,0.706766917293233,0.9591836734693877,0.8717105263157895,0.8138528138528139,0.9154470998925885,94,265,39,4
58,0.14308535231105374,0.35868788966492043,0.00027317238137005556,0.900497512437811,0.7636363636363637,0.8571428571428571,0.9144736842105263,0.8076923076923076,0.8858082706766917,84,278,26,14
59,0.1443603464701396,0.4019904172242577,0.00027226916935928306,0.9104477611940298,0.75,0.9489795918367347,0.8980263157894737,0.8378378378378378,0.9235029538131042,93,273,31,5
60,0.14153697524796227,0.39399490813117716,0.00027135254915624206,0.9029850746268657,0.736,0.9387755102040817,0.8914473684210527,0.8251121076233184,0.9151114393125672,92,271,33,6
61,0.1484989448703622,0.4360859625375093,0.0002704226212786671,0.8631840796019901,0.7471264367816092,0.6632653061224489,0.9276315789473685,0.7027027027027026,0.7954484425349087,65,282,22,33
62,0.14673304309770563,0.5652915604078947,0.00026947948770362937,0.8756218905472637,0.6643835616438356,0.9897959183673469,0.8388157894736842,0.7950819672131149,0.9143058539205156,97,255,49,1
63,0.1567294222480764,0.4540312494063259,0.0002685232518563535,0.8955223880597015,0.7,1.0,0.8618421052631579,0.8235294117647058,0.930921052631579,98,262,42,0
64,0.1447966557640403,0.45315995426913397,0.0002675540185988759,0.8706467661691543,0.6796875,0.8877551020408163,0.8651315789473685,0.7699115044247788,0.8764433404940923,87,263,41,11
65,0.1428373167666719,0.4085984203352857,0.00026657189421854557,0.900497512437811,0.7230769230769231,0.9591836734693877,0.881578947368421,0.8245614035087718,0.9203813104189044,94,268,36,4
66,0.1434597536553332,0.3926294308100174,0.0002655769864163683,0.9029850746268657,0.736,0.9387755102040817,0.8914473684210527,0.8251121076233184,0.9151114393125672,92,271,33,6
67,0.14029514022239317,0.3682699467412275,0.00026456940429519626,0.9104477611940298,0.7583333333333333,0.9285714285714286,0.9046052631578947,0.834862385321101,0.9165883458646616,91,275,29,7
68,0.1411921162599085,0.352618894025461,0.00026354925834776334,0.9054726368159204,0.7459016393442623,0.9285714285714286,0.8980263157894737,0.8272727272727273,0.9132988721804511,91,273,31,7
69,0.14106243127964252,0.4013450987155165,0.0002625166604445688,0.9154228855721394,0.7424242424242424,1.0,0.8881578947368421,0.8521739130434782,0.944078947368421,98,270,34,0
70,0.1419838749075742,0.34771338750177355,0.00026147172382160903,0.9228855721393034,0.7815126050420168,0.9489795918367347,0.9144736842105263,0.8571428571428572,0.9317266380236305,93,278,26,5
71,0.140957327247131,0.4164667383058747,0.00026041456306796003,0.9154228855721394,0.7424242424242424,1.0,0.8881578947368421,0.8521739130434782,0.944078947368421,98,270,34,0
72,0.1415715071097772,0.40285814935295144,0.0002593452941132116,0.8930348258706468,0.7433628318584071,0.8571428571428571,0.9046052631578947,0.7962085308056872,0.880874060150376,84,275,29,14
73,0.1401055942741265,0.41831431267273367,0.0002582640342147542,0.900497512437811,0.7230769230769231,0.9591836734693877,0.881578947368421,0.8245614035087718,0.9203813104189044,94,268,36,4
74,0.14219293079698658,0.38186042121986846,0.00025717090194492037,0.9129353233830846,0.7560975609756098,0.9489795918367347,0.9013157894736842,0.8416289592760182,0.9251476906552094,93,274,30,5
75,0.14778683073964013,0.3512280681240025,0.000256066017177982,0.9104477611940298,0.7870370370370371,0.8673469387755102,0.9243421052631579,0.8252427184466019,0.8958445220193341,85,281,23,13
76,0.1614021167488495,0.5039983382865564,0.00025494950107700473,0.8731343283582089,0.7326732673267327,0.7551020408163265,0.9111842105263158,0.743718592964824,0.8331431256713211,74,277,27,24
77,0.15222375709151725,0.44347845232901884,0.0002538214760805609,0.9054726368159204,0.7307692307692307,0.9693877551020408,0.8848684210526315,0.8333333333333333,0.9271280880773362,95,269,35,3
78,0.15306099447069305,0.47056174218951174,0.0002526820658893032,0.8805970149253731,0.7155172413793104,0.8469387755102041,0.8914473684210527,0.7757009345794393,0.8691930719656284,83,271,33,15
79,0.14776230897022938,0.4764984263412988,0.00025153139545239895,0.8955223880597015,0.7089552238805971,0.9693877551020408,0.8717105263157895,0.8189655172413793,0.9205491407089151,95,265,39,3
80,0.14633339767493259,0.39179025968508935,0.0002503695909538286,0.9104477611940298,0.7421875,0.9693877551020408,0.8914473684210527,0.8407079646017699,0.9304175617615467,95,271,33,3
81,0.14226481717646663,0.35715436935424805,0.00024919677979854765,0.9104477611940298,0.746031746031746,0.9591836734693877,0.8947368421052632,0.8392857142857143,0.9269602577873255,94,272,32,4
